date,channel,signups
2025-06-11,Partner,54
2025-06-12,Organic,63
2025-06-12,Google,35
2025-06-12,LinkedIn,4
2025-06-12,Facebook,17
2025-06-12,Referral,8
2025-06-12,Email,19
2025-06-12,Direct,5
2025-06-12,Partner,7
2025-06-13,Organic,34
2025-06-13,Google,36
2025-06-13,LinkedIn,29
2025-06-13,Facebook,20
2025-06-13,Referral,6
2025-06-13,Email,14
2025-06-13,Direct,2
2025-06-13,Partner,26
2025-06-14,Organic,49
2025-06-14,Google,31
2025-06-14,LinkedIn,18
2025-06-14,Facebook,17
2025-06-14,Referral,27
2025-06-14,Email,6
2025-06-14,Direct,16
2025-06-14,Partner,16
2025-06-15,Organic,31
2025-06-15,Google,43
2025-06-15,LinkedIn,34
2025-06-15,Facebook,9
2025-06-15,Referral,18
2025-06-15,Email,12
2025-06-15,Direct,18
2025-06-15,Partner,7
2025-06-16,Organic,45
2025-06-16,Google,20
2025-06-16,LinkedIn,4
2025-06-16,Facebook,30
2025-06-16,Referral,13
2025-06-16,Email,15
2025-06-16,Direct,9
2025-06-16,Partner,5
2025-06-17,Organic,68
2025-06-17,Google,29
2025-06-17,LinkedIn,30
2025-06-17,Facebook,23
2025-06-17,Referral,18
2025-06-17,Email,12
2025-06-17,Direct,11
2025-06-17,Partner,33
2025-06-18,Organic,52
2025-06-18,Google,38
2025-06-18,LinkedIn,9
2025-06-18,Facebook,18
2025-06-18,Referral,20
2025-06-18,Email,4
2025-06-18,Direct,12
2025-06-18,Partner,38
2025-06-19,Organic,59
2025-06-19,Google,32
2025-06-19,LinkedIn,27
2025-06-19,Facebook,21
2025-06-19,Referral,10
2025-06-19,Email,8
2025-06-19,Direct,6
2025-06-19,Partner,31
2025-06-20,Organic,58
2025-06-20,Google,37
2025-06-20,LinkedIn,4
2025-06-20,Facebook,16
2025-06-20,Referral,8
2025-06-20,Email,9
2025-06-20,Direct,4
2025-06-20,Partner,6
2025-06-21,Organic,62
2025-06-21,Google,28
2025-06-21,LinkedIn,4
2025-06-21,Facebook,14
2025-06-21,Referral,24
2025-06-21,Email,4
2025-06-21,Direct,19
2025-06-21,Partner,15
2025-06-22,Organic,61
2025-06-22,Google,33
2025-06-22,LinkedIn,25
2025-06-22,Facebook,25
2025-06-22,Referral,4
2025-06-22,Email,11
2025-06-22,Direct,15
2025-06-22,Partner,5
2025-06-23,Organic,50
2025-06-23,Google,40
2025-06-23,LinkedIn,23
2025-06-23,Facebook,11
2025-06-23,Referral,41
2025-06-23,Email,3
2025-06-23,Direct,8
2025-06-23,Partner,10
2025-06-24,Organic,50
2025-06-24,Google,42
2025-06-24,LinkedIn,31
2025-06-24,Facebook,21
2025-06-24,Referral,13
2025-06-24,Email,7
2025-06-24,Direct,2
2025-06-24,Partner,25
2025-06-25,Organic,58
2025-06-25,Google,42
2025-06-25,LinkedIn,16
2025-06-25,Facebook,15
2025-06-25,Referral,8
2025-06-25,Email,13
2025-06-25,Direct,19
2025-06-25,Partner,20
2025-06-26,Organic,74
2025-06-26,Google,32
2025-06-26,LinkedIn,8
2025-06-26,Facebook,16
2025-06-26,Referral,13
2025-06-26,Email,10
2025-06-26,Direct,2
2025-06-26,Partner,25
2025-06-27,Organic,68
2025-06-27,Google,47
2025-06-27,LinkedIn,46
2025-06-27,Facebook,20
2025-06-27,Referral,27
2025-06-27,Email,14
2025-06-27,Direct,4
2025-06-27,Partner,11
2025-06-28,Organic,38
2025-06-28,Google,30
2025-06-28,LinkedIn,25
2025-06-28,Facebook,6
2025-06-28,Referral,24
2025-06-28,Email,3
2025-06-28,Direct,17
2025-06-28,Partner,8
2025-06-29,Organic,43
2025-06-29,Google,55
2025-06-29,LinkedIn,14
2025-06-29,Facebook,10
2025-06-29,Referral,42
2025-06-29,Email,18
2025-06-29,Direct,13
2025-06-29,Partner,8
2025-06-30,Organic,42
2025-06-30,Google,48
2025-06-30,LinkedIn,22
2025-06-30,Facebook,20
2025-06-30,Referral,18
2025-06-30,Email,8
2025-06-30,Direct,7
2025-06-30,Partner,14
2025-07-01,Organic,46
2025-07-01,Google,39
2025-07-01,LinkedIn,18
2025-07-01,Facebook,13
2025-07-01,Referral,10
2025-07-01,Email,4
2025-07-01,Direct,9
2025-07-01,Partner,21
2025-07-02,Organic,46
2025-07-02,Google,41
2025-07-02,LinkedIn,4
2025-07-02,Facebook,16
2025-07-02,Referral,26
2025-07-02,Email,15
2025-07-02,Direct,25
2025-07-02,Partner,7
2025-07-03,Organic,61
2025-07-03,Google,39
2025-07-03,LinkedIn,31
2025-07-03,Facebook,19
2025-07-03,Referral,37
2025-07-03,Email,15
2025-07-03,Direct,2
2025-07-03,Partner,33
2025-07-04,Organic,34
2025-07-04,Google,28
2025-07-04,LinkedIn,30
2025-07-04,Facebook,5
2025-07-04,Referral,20
2025-07-04,Email,3
2025-07-04,Direct,6
2025-07-04,Partner,5
2025-07-05,Organic,66
2025-07-05,Google,34
2025-07-05,LinkedIn,29
2025-07-05,Facebook,26
2025-07-05,Referral,18
2025-07-05,Email,29
2025-07-05,Direct,14
2025-07-05,Partner,8
2025-07-06,Organic,66
2025-07-06,Google,29
2025-07-06,LinkedIn,5
2025-07-06,Facebook,16
2025-07-06,Referral,37
2025-07-06,Email,5
2025-07-06,Direct,2
2025-07-06,Partner,16
2025-07-07,Organic,51
2025-07-07,Google,39
2025-07-07,LinkedIn,21
2025-07-07,Facebook,18
2025-07-07,Referral,5
2025-07-07,Email,17
2025-07-07,Direct,11
2025-07-07,Partner,5
2025-07-08,Organic,49
2025-07-08,Google,26
2025-07-08,LinkedIn,9
2025-07-08,Facebook,15
2025-07-08,Referral,6
2025-07-08,Email,25
2025-07-08,Direct,6
2025-07-08,Partner,7
2025-07-09,Organic,38
2025-07-09,Google,45
2025-07-09,LinkedIn,18
2025-07-09,Facebook,15
2025-07-09,Referral,18
2025-07-09,Email,22
2025-07-09,Direct,11
2025-07-09,Partner,5
2025-07-10,Organic,51
2025-07-10,Google,26
2025-07-10,LinkedIn,16
2025-07-10,Facebook,17
2025-07-10,Referral,21
2025-07-10,Email,22
2025-07-10,Direct,9
2025-07-10,Partner,5
2025-07-11,Organic,61
2025-07-11,Google,53
2025-07-11,LinkedIn,35
2025-07-11,Facebook,18
2025-07-11,Referral,16
2025-07-11,Email,3
2025-07-11,Direct,17
2025-07-11,Partner,5
2025-07-12,Organic,51
2025-07-12,Google,31
2025-07-12,LinkedIn,25
2025-07-12,Facebook,15
2025-07-12,Referral,26
2025-07-12,Email,21
2025-07-12,Direct,4
2025-07-12,Partner,17
2025-07-13,Organic,55
2025-07-13,Google,42
2025-07-13,LinkedIn,23
2025-07-13,Facebook,14
2025-07-13,Referral,27
2025-07-13,Email,3
2025-07-13,Direct,10
2025-07-13,Partner,12
2025-07-14,Organic,54
2025-07-14,Google,43
2025-07-14,LinkedIn,25
2025-07-14,Facebook,26
2025-07-14,Referral,13
2025-07-14,Email,20
2025-07-14,Direct,16
2025-07-14,Partner,5
2025-07-15,Organic,49
2025-07-15,Google,25
2025-07-15,LinkedIn,32
2025-07-15,Facebook,23
2025-07-15,Referral,10
2025-07-15,Email,15
2025-07-15,Direct,21
2025-07-15,Partner,18
2025-07-16,Organic,64
2025-07-16,Google,27
2025-07-16,LinkedIn,11
2025-07-16,Facebook,15
2025-07-16,Referral,35
2025-07-16,Email,3
2025-07-16,Direct,2
2025-07-16,Partner,43
2025-07-17,Organic,46
2025-07-17,Google,30
2025-07-17,LinkedIn,29
2025-07-17,Facebook,22
2025-07-17,Referral,5
2025-07-17,Email,18
2025-07-17,Direct,9
2025-07-17,Partner,5
2025-07-18,Organic,52
2025-07-18,Google,38
2025-07-18,LinkedIn,26
2025-07-18,Facebook,20
2025-07-18,Referral,40
2025-07-18,Email,14
2025-07-18,Direct,8
2025-07-18,Partner,15
2025-07-19,Organic,46
2025-07-19,Google,38
2025-07-19,LinkedIn,22
2025-07-19,Facebook,31
2025-07-19,Referral,31
2025-07-19,Email,22
2025-07-19,Direct,6
2025-07-19,Partner,20
2025-07-20,Organic,48
2025-07-20,Google,25
2025-07-20,LinkedIn,7
2025-07-20,Facebook,23
2025-07-20,Referral,37
2025-07-20,Email,30
2025-07-20,Direct,8
2025-07-20,Partner,15
2025-07-21,Organic,59
2025-07-21,Google,36
2025-07-21,LinkedIn,36
2025-07-21,Facebook,12
2025-07-21,Referral,32
2025-07-21,Email,6
2025-07-21,Direct,16
2025-07-21,Partner,30
2025-07-22,Organic,60
2025-07-22,Google,16
2025-07-22,LinkedIn,35
2025-07-22,Facebook,10
2025-07-22,Referral,10
2025-07-22,Email,25
2025-07-22,Direct,11
2025-07-22,Partner,5
2025-07-23,Organic,40
2025-07-23,Google,38
2025-07-23,LinkedIn,35
2025-07-23,Facebook,14
2025-07-23,Referral,22
2025-07-23,Email,29
2025-07-23,Direct,11
2025-07-23,Partner,9
2025-07-24,Organic,63
2025-07-24,Google,36
2025-07-24,LinkedIn,28
2025-07-24,Facebook,14
2025-07-24,Referral,11
2025-07-24,Email,3
2025-07-24,Direct,13
2025-07-24,Partner,16
2025-07-25,Organic,63
2025-07-25,Google,35
2025-07-25,LinkedIn,25
2025-07-25,Facebook,22
2025-07-25,Referral,27
2025-07-25,Email,19
2025-07-25,Direct,5
2025-07-25,Partner,5
2025-07-26,Organic,66
2025-07-26,Google,42
2025-07-26,LinkedIn,18
2025-07-26,Facebook,23
2025-07-26,Referral,13
2025-07-26,Email,3
2025-07-26,Direct,14
2025-07-26,Partner,24
2025-07-27,Organic,61
2025-07-27,Google,28
2025-07-27,LinkedIn,26
2025-07-27,Facebook,27
2025-07-27,Referral,34
2025-07-27,Email,4
2025-07-27,Direct,7
2025-07-27,Partner,13
2025-07-28,Organic,55
2025-07-28,Google,25
2025-07-28,LinkedIn,14
2025-07-28,Facebook,16
2025-07-28,Referral,14
2025-07-28,Email,7
2025-07-28,Direct,19
2025-07-28,Partner,5
2025-07-29,Organic,51
2025-07-29,Google,36
2025-07-29,LinkedIn,8
2025-07-29,Facebook,20
2025-07-29,Referral,9
2025-07-29,Email,9
2025-07-29,Direct,21
2025-07-29,Partner,5
2025-07-30,Organic,70
2025-07-30,Google,36
2025-07-30,LinkedIn,12
2025-07-30,Facebook,19
2025-07-30,Referral,6
2025-07-30,Email,14
2025-07-30,Direct,10
2025-07-30,Partner,25
2025-07-31,Organic,50
2025-07-31,Google,25
2025-07-31,LinkedIn,4
2025-07-31,Facebook,18
2025-07-31,Referral,44
2025-07-31,Email,10
2025-07-31,Direct,3
2025-07-31,Partner,21
2025-08-01,Organic,64
2025-08-01,Google,37
2025-08-01,LinkedIn,23
2025-08-01,Facebook,16
2025-08-01,Referral,28
2025-08-01,Email,20
2025-08-01,Direct,8
2025-08-01,Partner,5
2025-08-02,Organic,83
2025-08-02,Google,49
2025-08-02,LinkedIn,43
2025-08-02,Facebook,13
2025-08-02,Referral,19
2025-08-02,Email,3
2025-08-02,Direct,11
2025-08-02,Partner,22
2025-08-03,Organic,63
2025-08-03,Google,39
2025-08-03,LinkedIn,33
2025-08-03,Facebook,10
2025-08-03,Referral,19
2025-08-03,Email,22
2025-08-03,Direct,16
2025-08-03,Partner,23
2025-08-04,Organic,61
2025-08-04,Google,26
2025-08-04,LinkedIn,14
2025-08-04,Facebook,5
2025-08-04,Referral,33
2025-08-04,Email,6
2025-08-04,Direct,14
2025-08-04,Partner,29
2025-08-05,Organic,42
2025-08-05,Google,48
2025-08-05,LinkedIn,29
2025-08-05,Facebook,29
2025-08-05,Referral,19
2025-08-05,Email,19
2025-08-05,Direct,9
2025-08-05,Partner,8
2025-08-06,Organic,60
2025-08-06,Google,31
2025-08-06,LinkedIn,34
2025-08-06,Facebook,23
2025-08-06,Referral,16
2025-08-06,Email,19
2025-08-06,Direct,20
2025-08-06,Partner,26
2025-08-07,Organic,49
2025-08-07,Google,28
2025-08-07,LinkedIn,20
2025-08-07,Facebook,19
2025-08-07,Referral,34
2025-08-07,Email,3
2025-08-07,Direct,5
2025-08-07,Partner,5
2025-08-08,Organic,49
2025-08-08,Google,27
2025-08-08,LinkedIn,12
2025-08-08,Facebook,21
2025-08-08,Referral,8
2025-08-08,Email,22
2025-08-08,Direct,19
2025-08-08,Partner,6
2025-08-09,Organic,52
2025-08-09,Google,32
2025-08-09,LinkedIn,8
2025-08-09,Facebook,13
2025-08-09,Referral,4
2025-08-09,Email,3
2025-08-09,Direct,15
2025-08-09,Partner,6
2025-08-10,Organic,53
2025-08-10,Google,26
2025-08-10,LinkedIn,26
2025-08-10,Facebook,28
2025-08-10,Referral,23
2025-08-10,Email,25
2025-08-10,Direct,9
2025-08-10,Partner,5
2025-08-11,Organic,47
2025-08-11,Google,36
2025-08-11,LinkedIn,8
2025-08-11,Facebook,16
2025-08-11,Referral,5
2025-08-11,Email,16
2025-08-11,Direct,16
2025-08-11,Partner,5
2025-08-12,Organic,62
2025-08-12,Google,45
2025-08-12,LinkedIn,14
2025-08-12,Facebook,15
2025-08-12,Referral,27
2025-08-12,Email,3
2025-08-12,Direct,4
2025-08-12,Partner,29
2025-08-13,Organic,66
2025-08-13,Google,39
2025-08-13,LinkedIn,44
2025-08-13,Facebook,21
2025-08-13,Referral,29
2025-08-13,Email,3
2025-08-13,Direct,15
2025-08-13,Partner,7
2025-08-14,Organic,53
2025-08-14,Google,27
2025-08-14,LinkedIn,18
2025-08-14,Facebook,14
2025-08-14,Referral,26
2025-08-14,Email,14
2025-08-14,Direct,2
2025-08-14,Partner,13
2025-08-15,Organic,60
2025-08-15,Google,51
2025-08-15,LinkedIn,34
2025-08-15,Facebook,27
2025-08-15,Referral,33
2025-08-15,Email,3
2025-08-15,Direct,16
2025-08-15,Partner,24
2025-08-16,Organic,50
2025-08-16,Google,33
2025-08-16,LinkedIn,13
2025-08-16,Facebook,23
2025-08-16,Referral,4
2025-08-16,Email,3
2025-08-16,Direct,14
2025-08-16,Partner,38
2025-08-17,Organic,43
2025-08-17,Google,39
2025-08-17,LinkedIn,26
2025-08-17,Facebook,32
2025-08-17,Referral,4
2025-08-17,Email,31
2025-08-17,Direct,8
2025-08-17,Partner,9
2025-08-18,Organic,57
2025-08-18,Google,44
2025-08-18,LinkedIn,14
2025-08-18,Facebook,11
2025-08-18,Referral,24
2025-08-18,Email,10
2025-08-18,Direct,10
2025-08-18,Partner,7
2025-08-19,Organic,48
2025-08-19,Google,40
2025-08-19,LinkedIn,34
2025-08-19,Facebook,24
2025-08-19,Referral,28
2025-08-19,Email,7
2025-08-19,Direct,11
2025-08-19,Partner,9
2025-08-20,Organic,59
2025-08-20,Google,41
2025-08-20,LinkedIn,28
2025-08-20,Facebook,11
2025-08-20,Referral,38
2025-08-20,Email,3
2025-08-20,Direct,20
2025-08-20,Partner,5
2025-08-21,Organic,41
2025-08-21,Google,30
2025-08-21,LinkedIn,40
2025-08-21,Facebook,8
2025-08-21,Referral,23
2025-08-21,Email,19
2025-08-21,Direct,8
2025-08-21,Partner,22
2025-08-22,Organic,50
2025-08-22,Google,45
2025-08-22,LinkedIn,39
2025-08-22,Facebook,24
2025-08-22,Referral,4
2025-08-22,Email,6
2025-08-22,Direct,13
2025-08-22,Partner,11
2025-08-23,Organic,71
2025-08-23,Google,33
2025-08-23,LinkedIn,30
2025-08-23,Facebook,23
2025-08-23,Referral,32
2025-08-23,Email,21
2025-08-23,Direct,7
2025-08-23,Partner,7
2025-08-24,Organic,47
2025-08-24,Google,21
2025-08-24,LinkedIn,12
2025-08-24,Facebook,25
2025-08-24,Referral,24
2025-08-24,Email,3
2025-08-24,Direct,28
2025-08-24,Partner,33
2025-08-25,Organic,54
2025-08-25,Google,26
2025-08-25,LinkedIn,14
2025-08-25,Facebook,14
2025-08-25,Referral,31
2025-08-25,Email,5
2025-08-25,Direct,14
2025-08-25,Partner,5
2025-08-26,Organic,59
2025-08-26,Google,35
2025-08-26,LinkedIn,34
2025-08-26,Facebook,21
2025-08-26,Referral,10
2025-08-26,Email,3
2025-08-26,Direct,6
2025-08-26,Partner,5
2025-08-27,Organic,38
2025-08-27,Google,38
2025-08-27,LinkedIn,24
2025-08-27,Facebook,18
2025-08-27,Referral,43
2025-08-27,Email,16
2025-08-27,Direct,11
2025-08-27,Partner,39
2025-08-28,Organic,60
2025-08-28,Google,31
2025-08-28,LinkedIn,13
2025-08-28,Facebook,19
2025-08-28,Referral,6
2025-08-28,Email,3
2025-08-28,Direct,20
2025-08-28,Partner,5
2025-08-29,Organic,47
2025-08-29,Google,34
2025-08-29,LinkedIn,5
2025-08-29,Facebook,9
2025-08-29,Referral,24
2025-08-29,Email,7
2025-08-29,Direct,14
2025-08-29,Partner,21
2025-08-30,Organic,51
2025-08-30,Google,46
2025-08-30,LinkedIn,29
2025-08-30,Facebook,18
2025-08-30,Referral,16
2025-08-30,Email,20
2025-08-30,Direct,5
2025-08-30,Partner,26
2025-08-31,Organic,58
2025-08-31,Google,39
2025-08-31,LinkedIn,37
2025-08-31,Facebook,17
2025-08-31,Referral,20
2025-08-31,Email,16
2025-08-31,Direct,12
2025-08-31,Partner,18
2025-09-01,Organic,69
2025-09-01,Google,35
2025-09-01,LinkedIn,6
2025-09-01,Facebook,10
2025-09-01,Referral,5
2025-09-01,Email,3
2025-09-01,Direct,13
2025-09-01,Partner,7
2025-09-02,Organic,40
2025-09-02,Google,39
2025-09-02,LinkedIn,15
2025-09-02,Facebook,22
2025-09-02,Referral,26
2025-09-02,Email,21
2025-09-02,Direct,8
2025-09-02,Partner,15
2025-09-03,Organic,40
2025-09-03,Google,51
2025-09-03,LinkedIn,17
2025-09-03,Facebook,10
2025-09-03,Referral,11
2025-09-03,Email,57
2025-09-03,Direct,25
2025-09-03,Partner,5
2025-09-04,Organic,61
2025-09-04,Google,24
2025-09-04,LinkedIn,12
2025-09-04,Facebook,15
2025-09-04,Referral,4
2025-09-04,Email,10
2025-09-04,Direct,29
2025-09-04,Partner,20
2025-09-05,Organic,62
2025-09-05,Google,36
2025-09-05,LinkedIn,34
2025-09-05,Facebook,20
2025-09-05,Referral,11
2025-09-05,Email,3
2025-09-05,Direct,20
2025-09-05,Partner,27
2025-09-06,Organic,50
2025-09-06,Google,22
2025-09-06,LinkedIn,43
2025-09-06,Facebook,28
2025-09-06,Referral,4
2025-09-06,Email,10
2025-09-06,Direct,11
2025-09-06,Partner,5
2025-09-07,Organic,74
2025-09-07,Google,54
2025-09-07,LinkedIn,4
2025-09-07,Facebook,20
2025-09-07,Referral,14
2025-09-07,Email,26
2025-09-07,Direct,2
2025-09-07,Partner,5
2025-09-08,Organic,58
2025-09-08,Google,41
2025-09-08,LinkedIn,7
2025-09-08,Facebook,12
2025-09-08,Referral,27
2025-09-08,Email,4
2025-09-08,Direct,27
2025-09-08,Partner,5
2025-09-09,Organic,54
2025-09-09,Google,45
2025-09-09,LinkedIn,4
2025-09-09,Facebook,15
2025-09-09,Referral,22
2025-09-09,Email,3
2025-09-09,Direct,17
2025-09-09,Partner,25
2025-09-10,Organic,62
2025-09-10,Google,49
2025-09-10,LinkedIn,25
2025-09-10,Facebook,18
2025-09-10,Referral,29
2025-09-10,Email,9
2025-09-10,Direct,6
2025-09-10,Partner,17
2025-09-11,Organic,46
2025-09-11,Google,28
2025-09-11,LinkedIn,12
2025-09-11,Facebook,25
2025-09-11,Referral,13
2025-09-11,Email,3
2025-09-11,Direct,2
2025-09-11,Partner,19
2025-09-12,Organic,57
2025-09-12,Google,31
2025-09-12,LinkedIn,39
2025-09-12,Facebook,15
2025-09-12,Referral,4
2025-09-12,Email,8
2025-09-12,Direct,8
2025-09-12,Partner,24
2025-09-13,Organic,45
2025-09-13,Google,34
2025-09-13,LinkedIn,23
2025-09-13,Facebook,19
2025-09-13,Referral,4
2025-09-13,Email,6
2025-09-13,Direct,2
2025-09-13,Partner,5
2025-09-14,Organic,62
2025-09-14,Google,39
2025-09-14,LinkedIn,42
2025-09-14,Facebook,27
2025-09-14,Referral,8
2025-09-14,Email,3
2025-09-14,Direct,18
2025-09-14,Partner,12
2025-09-15,Organic,51
2025-09-15,Google,48
2025-09-15,LinkedIn,16
2025-09-15,Facebook,14
2025-09-15,Referral,35
2025-09-15,Email,7
2025-09-15,Direct,4
2025-09-15,Partner,10
2025-09-16,Organic,56
2025-09-16,Google,38
2025-09-16,LinkedIn,34
2025-09-16,Facebook,17
2025-09-16,Referral,6
2025-09-16,Email,15
2025-09-16,Direct,20
2025-09-16,Partner,36
2025-09-17,Organic,62
2025-09-17,Google,30
2025-09-17,LinkedIn,4
2025-09-17,Facebook,17
2025-09-17,Referral,45
2025-09-17,Email,3
2025-09-17,Direct,5
2025-09-17,Partner,37
2025-09-18,Organic,46
2025-09-18,Google,47
2025-09-18,LinkedIn,38
2025-09-18,Facebook,29
2025-09-18,Referral,27
2025-09-18,Email,35
2025-09-18,Direct,14
2025-09-18,Partner,11
2025-09-19,Organic,43
2025-09-19,Google,23
2025-09-19,LinkedIn,19
2025-09-19,Facebook,2
2025-09-19,Referral,6
2025-09-19,Email,16
2025-09-19,Direct,16
2025-09-19,Partner,5
2025-09-20,Organic,45
2025-09-20,Google,49
2025-09-20,LinkedIn,19
2025-09-20,Facebook,12
2025-09-20,Referral,31
2025-09-20,Email,12
2025-09-20,Direct,10
2025-09-20,Partner,13
2025-09-21,Organic,42
2025-09-21,Google,31
2025-09-21,LinkedIn,23
2025-09-21,Facebook,9
2025-09-21,Referral,6
2025-09-21,Email,15
2025-09-21,Direct,5
2025-09-21,Partner,5
2025-09-22,Organic,64
2025-09-22,Google,38
2025-09-22,LinkedIn,4
2025-09-22,Facebook,13
2025-09-22,Referral,29
2025-09-22,Email,8
2025-09-22,Direct,8
2025-09-22,Partner,5
2025-09-23,Organic,62
2025-09-23,Google,24
2025-09-23,LinkedIn,4
2025-09-23,Facebook,20
2025-09-23,Referral,24
2025-09-23,Email,7
2025-09-23,Direct,18
2025-09-23,Partner,13
2025-09-24,Organic,47
2025-09-24,Google,34
2025-09-24,LinkedIn,4
2025-09-24,Facebook,33
2025-09-24,Referral,40
2025-09-24,Email,6
2025-09-24,Direct,12
2025-09-24,Partner,6
2025-09-25,Organic,62
2025-09-25,Google,42
2025-09-25,LinkedIn,33
2025-09-25,Facebook,21
2025-09-25,Referral,44
2025-09-25,Email,3
2025-09-25,Direct,18
2025-09-25,Partner,29
2025-09-26,Organic,59
2025-09-26,Google,22
2025-09-26,LinkedIn,15
2025-09-26,Facebook,10
2025-09-26,Referral,12
2025-09-26,Email,17
2025-09-26,Direct,17
2025-09-26,Partner,10
2025-09-27,Organic,66
2025-09-27,Google,45
2025-09-27,LinkedIn,31
2025-09-27,Facebook,29
2025-09-27,Referral,23
2025-09-27,Email,8
2025-09-27,Direct,3
2025-09-27,Partner,5
2025-09-28,Organic,62
2025-09-28,Google,40
2025-09-28,LinkedIn,10
2025-09-28,Facebook,29
2025-09-28,Referral,48
2025-09-28,Email,9
2025-09-28,Direct,4
2025-09-28,Partner,23
2025-09-29,Organic,64
2025-09-29,Google,51
2025-09-29,LinkedIn,22
2025-09-29,Facebook,21
2025-09-29,Referral,34
2025-09-29,Email,10
2025-09-29,Direct,5
2025-09-29,Partner,18
2025-09-30,Organic,52
2025-09-30,Google,40
2025-09-30,LinkedIn,26
2025-09-30,Facebook,16
2025-09-30,Referral,10
2025-09-30,Email,9
2025-09-30,Direct,26
2025-09-30,Partner,20
2025-10-01,Organic,43
2025-10-01,Google,35
2025-10-01,LinkedIn,41
2025-10-01,Facebook,17
2025-10-01,Referral,24
2025-10-01,Email,3
2025-10-01,Direct,6
2025-10-01,Partner,17
2025-10-02,Organic,50
2025-10-02,Google,46
2025-10-02,LinkedIn,29
2025-10-02,Facebook,21
2025-10-02,Referral,22
2025-10-02,Email,10
2025-10-02,Direct,12
2025-10-02,Partner,5
2025-10-03,Organic,64
2025-10-03,Google,37
2025-10-03,LinkedIn,41
2025-10-03,Facebook,28
2025-10-03,Referral,18
2025-10-03,Email,9
2025-10-03,Direct,2
2025-10-03,Partner,21
2025-10-04,Organic,55
2025-10-04,Google,30
2025-10-04,LinkedIn,4
2025-10-04,Facebook,20
2025-10-04,Referral,24
2025-10-04,Email,11
2025-10-04,Direct,7
2025-10-04,Partner,5
2025-10-05,Organic,37
2025-10-05,Google,35
2025-10-05,LinkedIn,48
2025-10-05,Facebook,13
2025-10-05,Referral,41
2025-10-05,Email,24
2025-10-05,Direct,15
2025-10-05,Partner,14
2025-10-06,Organic,55
2025-10-06,Google,33
2025-10-06,LinkedIn,24
2025-10-06,Facebook,24
2025-10-06,Referral,10
2025-10-06,Email,27
2025-10-06,Direct,13
2025-10-06,Partner,23
2025-10-07,Organic,77
2025-10-07,Google,26
2025-10-07,LinkedIn,5
2025-10-07,Facebook,22
2025-10-07,Referral,9
2025-10-07,Email,16
2025-10-07,Direct,19
2025-10-07,Partner,5
2025-10-08,Organic,46
2025-10-08,Google,52
2025-10-08,LinkedIn,36
2025-10-08,Facebook,15
2025-10-08,Referral,16
2025-10-08,Email,3
2025-10-08,Direct,9
2025-10-08,Partner,8
2025-10-09,Organic,59
2025-10-09,Google,34
2025-10-09,LinkedIn,26
2025-10-09,Facebook,13
2025-10-09,Referral,30
2025-10-09,Email,9
2025-10-09,Direct,21
2025-10-09,Partner,19
2025-10-10,Organic,44
2025-10-10,Google,26
2025-10-10,LinkedIn,39
2025-10-10,Facebook,18
2025-10-10,Referral,21
2025-10-10,Email,24
2025-10-10,Direct,7
2025-10-10,Partner,5
2025-10-11,Organic,72
2025-10-11,Google,32
2025-10-11,LinkedIn,13
2025-10-11,Facebook,13
2025-10-11,Referral,29
2025-10-11,Email,32
2025-10-11,Direct,19
2025-10-11,Partner,14
2025-10-12,Organic,48
2025-10-12,Google,35
2025-10-12,LinkedIn,26
2025-10-12,Facebook,22
2025-10-12,Referral,31
2025-10-12,Email,7
2025-10-12,Direct,15
2025-10-12,Partner,33
2025-10-13,Organic,56
2025-10-13,Google,38
2025-10-13,LinkedIn,25
2025-10-13,Facebook,18
2025-10-13,Referral,30
2025-10-13,Email,19
2025-10-13,Direct,22
2025-10-13,Partner,15
2025-10-14,Organic,45
2025-10-14,Google,30
2025-10-14,LinkedIn,23
2025-10-14,Facebook,22
2025-10-14,Referral,20
2025-10-14,Email,12
2025-10-14,Direct,2
2025-10-14,Partner,14
2025-10-15,Organic,47
2025-10-15,Google,36
2025-10-15,LinkedIn,12
2025-10-15,Facebook,14
2025-10-15,Referral,4
2025-10-15,Email,3
2025-10-15,Direct,16
2025-10-15,Partner,16
2025-10-16,Organic,63
2025-10-16,Google,42
2025-10-16,LinkedIn,11
2025-10-16,Facebook,15
2025-10-16,Referral,5
2025-10-16,Email,25
2025-10-16,Direct,6
2025-10-16,Partner,16
2025-10-17,Organic,59
2025-10-17,Google,26
2025-10-17,LinkedIn,40
2025-10-17,Facebook,22
2025-10-17,Referral,24
2025-10-17,Email,3
2025-10-17,Direct,6
2025-10-17,Partner,24
2025-10-18,Organic,50
2025-10-18,Google,29
2025-10-18,LinkedIn,37
2025-10-18,Facebook,8
2025-10-18,Referral,17
2025-10-18,Email,16
2025-10-18,Direct,20
2025-10-18,Partner,10
2025-10-19,Organic,55
2025-10-19,Google,43
2025-10-19,LinkedIn,8
2025-10-19,Facebook,26
2025-10-19,Referral,38
2025-10-19,Email,3
2025-10-19,Direct,8
2025-10-19,Partner,9
2025-10-20,Organic,47
2025-10-20,Google,33
2025-10-20,LinkedIn,4
2025-10-20,Facebook,29
2025-10-20,Referral,5
2025-10-20,Email,15
2025-10-20,Direct,12
2025-10-20,Partner,12
2025-10-21,Organic,63
2025-10-21,Google,30
2025-10-21,LinkedIn,7
2025-10-21,Facebook,21
2025-10-21,Referral,28
2025-10-21,Email,7
2025-10-21,Direct,2
