date,channel,paid_customers,mrr
2025-03-25,LinkedIn,3,1050
2025-03-25,Facebook,1,180
2025-03-25,Referral,1,300
2025-03-25,Email,0,0
2025-03-25,Direct,2,500
2025-03-25,Partner,1,400
2025-03-26,Organic,7,1540
2025-03-26,Google,4,880
2025-03-26,LinkedIn,2,700
2025-03-26,Facebook,1,180
2025-03-26,Referral,3,900
2025-03-26,Email,0,0
2025-03-26,Direct,1,250
2025-03-26,Partner,1,400
2025-03-27,Organic,6,1320
2025-03-27,Google,3,660
2025-03-27,LinkedIn,4,1400
2025-03-27,Facebook,1,180
2025-03-27,Referral,3,900
2025-03-27,Email,2,480
2025-03-27,Direct,1,250
2025-03-27,Partner,1,400
2025-03-28,Organic,7,1540
2025-03-28,Google,2,440
2025-03-28,LinkedIn,4,1400
2025-03-28,Facebook,1,180
2025-03-28,Referral,7,2100
2025-03-28,Email,1,240
2025-03-28,Direct,0,0
2025-03-28,Partner,2,800
2025-03-29,Organic,7,1540
2025-03-29,Google,4,880
2025-03-29,LinkedIn,0,0
2025-03-29,Facebook,0,0
2025-03-29,Referral,2,600
2025-03-29,Email,2,480
2025-03-29,Direct,1,250
2025-03-29,Partner,1,400
2025-03-30,Organic,6,1320
2025-03-30,Google,3,660
2025-03-30,LinkedIn,5,1750
2025-03-30,Facebook,0,0
2025-03-30,Referral,2,600
2025-03-30,Email,3,720
2025-03-30,Direct,0,0
2025-03-30,Partner,1,400
2025-03-31,Organic,6,1320
2025-03-31,Google,2,440
2025-03-31,LinkedIn,5,1750
2025-03-31,Facebook,0,0
2025-03-31,Referral,5,1500
2025-03-31,Email,2,480
2025-03-31,Direct,1,250
2025-03-31,Partner,1,400
2025-04-01,Organic,6,1320
2025-04-01,Google,4,880
2025-04-01,LinkedIn,5,1750
2025-04-01,Facebook,0,0
2025-04-01,Referral,3,900
2025-04-01,Email,1,240
2025-04-01,Direct,0,0
2025-04-01,Partner,2,800
2025-04-02,Organic,6,1320
2025-04-02,Google,5,1100
2025-04-02,LinkedIn,2,700
2025-04-02,Facebook,1,180
2025-04-02,Referral,2,600
2025-04-02,Email,0,0
2025-04-02,Direct,1,250
2025-04-02,Partner,1,400
2025-04-03,Organic,7,1540
2025-04-03,Google,3,660
2025-04-03,LinkedIn,5,1750
2025-04-03,Facebook,1,180
2025-04-03,Referral,2,600
2025-04-03,Email,0,0
2025-04-03,Direct,1,250
2025-04-03,Partner,3,1200
2025-04-04,Organic,6,1320
2025-04-04,Google,3,660
2025-04-04,LinkedIn,8,2800
2025-04-04,Facebook,0,0
2025-04-04,Referral,3,900
2025-04-04,Email,0,0
2025-04-04,Direct,2,500
2025-04-04,Partner,1,400
2025-04-05,Organic,7,1540
2025-04-05,Google,2,440
2025-04-05,LinkedIn,1,350
2025-04-05,Facebook,1,180
2025-04-05,Referral,3,900
2025-04-05,Email,3,720
2025-04-05,Direct,0,0
2025-04-05,Partner,1,400
2025-04-06,Organic,6,1320
2025-04-06,Google,3,660
2025-04-06,LinkedIn,1,350
2025-04-06,Facebook,1,180
2025-04-06,Referral,3,900
2025-04-06,Email,0,0
2025-04-06,Direct,1,250
2025-04-06,Partner,1,400
2025-04-07,Organic,6,1320
2025-04-07,Google,4,880
2025-04-07,LinkedIn,1,350
2025-04-07,Facebook,1,180
2025-04-07,Referral,0,0
2025-04-07,Email,3,720
2025-04-07,Direct,0,0
2025-04-07,Partner,1,400
2025-04-08,Organic,5,1100
2025-04-08,Google,4,880
2025-04-08,LinkedIn,0,0
2025-04-08,Facebook,1,180
2025-04-08,Referral,4,1200
2025-04-08,Email,2,480
2025-04-08,Direct,0,0
2025-04-08,Partner,8,3200
2025-04-09,Organic,6,1320
2025-04-09,Google,3,660
2025-04-09,LinkedIn,4,1400
2025-04-09,Facebook,1,180
2025-04-09,Referral,0,0
2025-04-09,Email,0,0
2025-04-09,Direct,0,0
2025-04-09,Partner,1,400
2025-04-10,Organic,5,1100
2025-04-10,Google,3,660
2025-04-10,LinkedIn,5,1750
2025-04-10,Facebook,0,0
2025-04-10,Referral,4,1200
2025-04-10,Email,0,0
2025-04-10,Direct,1,250
2025-04-10,Partner,2,800
2025-04-11,Organic,6,1320
2025-04-11,Google,3,660
2025-04-11,LinkedIn,0,0
2025-04-11,Facebook,1,180
2025-04-11,Referral,5,1500
2025-04-11,Email,0,0
2025-04-11,Direct,0,0
2025-04-11,Partner,4,1600
2025-04-12,Organic,6,1320
2025-04-12,Google,2,440
2025-04-12,LinkedIn,2,700
2025-04-12,Facebook,1,180
2025-04-12,Referral,3,900
2025-04-12,Email,0,0
2025-04-12,Direct,0,0
2025-04-12,Partner,1,400
2025-04-13,Organic,7,1540
2025-04-13,Google,4,880
2025-04-13,LinkedIn,10,3500
2025-04-13,Facebook,1,180
2025-04-13,Referral,3,900
2025-04-13,Email,1,240
2025-04-13,Direct,1,250
2025-04-13,Partner,5,2000
2025-04-14,Organic,6,1320
2025-04-14,Google,2,440
2025-04-14,LinkedIn,0,0
2025-04-14,Facebook,1,180
2025-04-14,Referral,3,900
2025-04-14,Email,0,0
2025-04-14,Direct,0,0
2025-04-14,Partner,7,2800
2025-04-15,Organic,6,1320
2025-04-15,Google,4,880
2025-04-15,LinkedIn,7,2450
2025-04-15,Facebook,0,0
2025-04-15,Referral,4,1200
2025-04-15,Email,2,480
2025-04-15,Direct,0,0
2025-04-15,Partner,1,400
2025-04-16,Organic,4,880
2025-04-16,Google,3,660
2025-04-16,LinkedIn,2,700
2025-04-16,Facebook,0,0
2025-04-16,Referral,0,0
2025-04-16,Email,1,240
2025-04-16,Direct,0,0
2025-04-16,Partner,3,1200
2025-04-17,Organic,7,1540
2025-04-17,Google,4,880
2025-04-17,LinkedIn,0,0
2025-04-17,Facebook,1,180
2025-04-17,Referral,1,300
2025-04-17,Email,0,0
2025-04-17,Direct,1,250
2025-04-17,Partner,1,400
2025-04-18,Organic,7,1540
2025-04-18,Google,4,880
2025-04-18,LinkedIn,0,0
2025-04-18,Facebook,0,0
2025-04-18,Referral,7,2100
2025-04-18,Email,0,0
2025-04-18,Direct,0,0
2025-04-18,Partner,2,800
2025-04-19,Organic,7,1540
2025-04-19,Google,3,660
2025-04-19,LinkedIn,2,700
2025-04-19,Facebook,0,0
2025-04-19,Referral,2,600
2025-04-19,Email,0,0
2025-04-19,Direct,0,0
2025-04-19,Partner,10,4000
2025-04-20,Organic,5,1100
2025-04-20,Google,2,440
2025-04-20,LinkedIn,4,1400
2025-04-20,Facebook,1,180
2025-04-20,Referral,1,300
2025-04-20,Email,1,240
2025-04-20,Direct,1,250
2025-04-20,Partner,5,2000
2025-04-21,Organic,7,1540
2025-04-21,Google,4,880
2025-04-21,LinkedIn,6,2100
2025-04-21,Facebook,1,180
2025-04-21,Referral,2,600
2025-04-21,Email,1,240
2025-04-21,Direct,1,250
2025-04-21,Partner,1,400
2025-04-22,Organic,6,1320
2025-04-22,Google,3,660
2025-04-22,LinkedIn,4,1400
2025-04-22,Facebook,1,180
2025-04-22,Referral,4,1200
2025-04-22,Email,0,0
2025-04-22,Direct,1,250
2025-04-22,Partner,2,800
2025-04-23,Organic,7,1540
2025-04-23,Google,3,660
2025-04-23,LinkedIn,5,1750
2025-04-23,Facebook,1,180
2025-04-23,Referral,5,1500
2025-04-23,Email,1,240
2025-04-23,Direct,0,0
2025-04-23,Partner,2,800
2025-04-24,Organic,6,1320
2025-04-24,Google,3,660
2025-04-24,LinkedIn,4,1400
2025-04-24,Facebook,1,180
2025-04-24,Referral,3,900
2025-04-24,Email,1,240
2025-04-24,Direct,1,250
2025-04-24,Partner,3,1200
2025-04-25,Organic,5,1100
2025-04-25,Google,2,440
2025-04-25,LinkedIn,3,1050
2025-04-25,Facebook,2,360
2025-04-25,Referral,2,600
2025-04-25,Email,1,240
2025-04-25,Direct,0,0
2025-04-25,Partner,2,800
2025-04-26,Organic,7,1540
2025-04-26,Google,3,660
2025-04-26,LinkedIn,4,1400
2025-04-26,Facebook,1,180
2025-04-26,Referral,1,300
2025-04-26,Email,0,0
2025-04-26,Direct,1,250
2025-04-26,Partner,6,2400
2025-04-27,Organic,6,1320
2025-04-27,Google,3,660
2025-04-27,LinkedIn,1,350
2025-04-27,Facebook,0,0
2025-04-27,Referral,0,0
2025-04-27,Email,0,0
2025-04-27,Direct,0,0
2025-04-27,Partner,1,400
2025-04-28,Organic,6,1320
2025-04-28,Google,3,660
2025-04-28,LinkedIn,6,2100
2025-04-28,Facebook,0,0
2025-04-28,Referral,1,300
2025-04-28,Email,0,0
2025-04-28,Direct,0,0
2025-04-28,Partner,1,400
2025-04-29,Organic,5,1100
2025-04-29,Google,3,660
2025-04-29,LinkedIn,5,1750
2025-04-29,Facebook,0,0
2025-04-29,Referral,3,900
2025-04-29,Email,2,480
2025-04-29,Direct,1,250
2025-04-29,Partner,4,1600
2025-04-30,Organic,6,1320
2025-04-30,Google,5,1100
2025-04-30,LinkedIn,3,1050
2025-04-30,Facebook,1,180
2025-04-30,Referral,2,600
2025-04-30,Email,1,240
2025-04-30,Direct,0,0
2025-04-30,Partner,2,800
2025-05-01,Organic,8,1760
2025-05-01,Google,3,660
2025-05-01,LinkedIn,5,1750
2025-05-01,Facebook,1,180
2025-05-01,Referral,4,1200
2025-05-01,Email,3,720
2025-05-01,Direct,2,500
2025-05-01,Partner,1,400
2025-05-02,Organic,9,1980
2025-05-02,Google,4,880
2025-05-02,LinkedIn,2,700
2025-05-02,Facebook,1,180
2025-05-02,Referral,2,600
2025-05-02,Email,1,240
2025-05-02,Direct,1,250
2025-05-02,Partner,3,1200
2025-05-03,Organic,5,1100
2025-05-03,Google,3,660
2025-05-03,LinkedIn,7,2450
2025-05-03,Facebook,0,0
2025-05-03,Referral,3,900
2025-05-03,Email,0,0
2025-05-03,Direct,0,0
2025-05-03,Partner,2,800
2025-05-04,Organic,5,1100
2025-05-04,Google,2,440
2025-05-04,LinkedIn,8,2800
2025-05-04,Facebook,2,360
2025-05-04,Referral,0,0
2025-05-04,Email,0,0
2025-05-04,Direct,1,250
2025-05-04,Partner,4,1600
2025-05-05,Organic,6,1320
2025-05-05,Google,3,660
2025-05-05,LinkedIn,3,1050
2025-05-05,Facebook,1,180
2025-05-05,Referral,6,1800
2025-05-05,Email,0,0
2025-05-05,Direct,1,250
2025-05-05,Partner,4,1600
2025-05-06,Organic,4,880
2025-05-06,Google,3,660
2025-05-06,LinkedIn,5,1750
2025-05-06,Facebook,2,360
2025-05-06,Referral,3,900
2025-05-06,Email,1,240
2025-05-06,Direct,1,250
2025-05-06,Partner,3,1200
2025-05-07,Organic,4,880
2025-05-07,Google,3,660
2025-05-07,LinkedIn,2,700
2025-05-07,Facebook,1,180
2025-05-07,Referral,4,1200
2025-05-07,Email,1,240
2025-05-07,Direct,0,0
2025-05-07,Partner,3,1200
2025-05-08,Organic,5,1100
2025-05-08,Google,3,660
2025-05-08,LinkedIn,3,1050
2025-05-08,Facebook,1,180
2025-05-08,Referral,0,0
2025-05-08,Email,0,0
2025-05-08,Direct,2,500
2025-05-08,Partner,5,2000
2025-05-09,Organic,6,1320
2025-05-09,Google,2,440
2025-05-09,LinkedIn,7,2450
2025-05-09,Facebook,1,180
2025-05-09,Referral,5,1500
2025-05-09,Email,2,480
2025-05-09,Direct,0,0
2025-05-09,Partner,6,2400
2025-05-10,Organic,6,1320
2025-05-10,Google,2,440
2025-05-10,LinkedIn,3,1050
2025-05-10,Facebook,1,180
2025-05-10,Referral,6,1800
2025-05-10,Email,0,0
2025-05-10,Direct,1,250
2025-05-10,Partner,2,800
2025-05-11,Organic,5,1100
2025-05-11,Google,3,660
2025-05-11,LinkedIn,2,700
2025-05-11,Facebook,1,180
2025-05-11,Referral,0,0
2025-05-11,Email,0,0
2025-05-11,Direct,1,250
2025-05-11,Partner,1,400
2025-05-12,Organic,6,1320
2025-05-12,Google,3,660
2025-05-12,LinkedIn,4,1400
2025-05-12,Facebook,1,180
2025-05-12,Referral,7,2100
2025-05-12,Email,1,240
2025-05-12,Direct,1,250
2025-05-12,Partner,1,400
2025-05-13,Organic,8,1760
2025-05-13,Google,2,440
2025-05-13,LinkedIn,3,1050
2025-05-13,Facebook,0,0
2025-05-13,Referral,0,0
2025-05-13,Email,3,720
2025-05-13,Direct,1,250
2025-05-13,Partner,1,400
2025-05-14,Organic,4,880
2025-05-14,Google,4,880
2025-05-14,LinkedIn,6,2100
2025-05-14,Facebook,1,180
2025-05-14,Referral,2,600
2025-05-14,Email,1,240
2025-05-14,Direct,0,0
2025-05-14,Partner,5,2000
2025-05-15,Organic,5,1100
2025-05-15,Google,3,660
2025-05-15,LinkedIn,7,2450
2025-05-15,Facebook,1,180
2025-05-15,Referral,6,1800
2025-05-15,Email,0,0
2025-05-15,Direct,0,0
2025-05-15,Partner,2,800
2025-05-16,Organic,6,1320
2025-05-16,Google,3,660
2025-05-16,LinkedIn,3,1050
2025-05-16,Facebook,1,180
2025-05-16,Referral,7,2100
2025-05-16,Email,0,0
2025-05-16,Direct,0,0
2025-05-16,Partner,1,400
2025-05-17,Organic,7,1540
2025-05-17,Google,4,880
2025-05-17,LinkedIn,3,1050
2025-05-17,Facebook,1,180
2025-05-17,Referral,0,0
2025-05-17,Email,1,240
2025-05-17,Direct,0,0
2025-05-17,Partner,3,1200
2025-05-18,Organic,5,1100
2025-05-18,Google,3,660
2025-05-18,LinkedIn,4,1400
2025-05-18,Facebook,1,180
2025-05-18,Referral,5,1500
2025-05-18,Email,0,0
2025-05-18,Direct,2,500
2025-05-18,Partner,1,400
2025-05-19,Organic,9,1980
2025-05-19,Google,4,880
2025-05-19,LinkedIn,0,0
2025-05-19,Facebook,1,180
2025-05-19,Referral,7,2100
2025-05-19,Email,0,0
2025-05-19,Direct,1,250
2025-05-19,Partner,4,1600
2025-05-20,Organic,8,1760
2025-05-20,Google,3,660
2025-05-20,LinkedIn,3,1050
2025-05-20,Facebook,0,0
2025-05-20,Referral,0,0
2025-05-20,Email,2,480
2025-05-20,Direct,0,0
2025-05-20,Partner,1,400
2025-05-21,Organic,7,1540
2025-05-21,Google,2,440
2025-05-21,LinkedIn,0,0
2025-05-21,Facebook,1,180
2025-05-21,Referral,0,0
2025-05-21,Email,2,480
2025-05-21,Direct,1,250
2025-05-21,Partner,2,800
2025-05-22,Organic,5,1100
2025-05-22,Google,2,440
2025-05-22,LinkedIn,2,700
2025-05-22,Facebook,0,0
2025-05-22,Referral,4,1200
2025-05-22,Email,0,0
2025-05-22,Direct,1,250
2025-05-22,Partner,4,1600
2025-05-23,Organic,6,1320
2025-05-23,Google,2,440
2025-05-23,LinkedIn,3,1050
2025-05-23,Facebook,1,180
2025-05-23,Referral,2,600
2025-05-23,Email,0,0
2025-05-23,Direct,0,0
2025-05-23,Partner,5,2000
2025-05-24,Organic,6,1320
2025-05-24,Google,5,1100
2025-05-24,LinkedIn,0,0
2025-05-24,Facebook,1,180
2025-05-24,Referral,4,1200
2025-05-24,Email,3,720
2025-05-24,Direct,0,0
2025-05-24,Partner,1,400
2025-05-25,Organic,7,1540
2025-05-25,Google,3,660
2025-05-25,LinkedIn,1,350
2025-05-25,Facebook,1,180
2025-05-25,Referral,5,1500
2025-05-25,Email,2,480
2025-05-25,Direct,0,0
2025-05-25,Partner,3,1200
2025-05-26,Organic,7,1540
2025-05-26,Google,1,220
2025-05-26,LinkedIn,4,1400
2025-05-26,Facebook,1,180
2025-05-26,Referral,3,900
2025-05-26,Email,1,240
2025-05-26,Direct,1,250
2025-05-26,Partner,2,800
2025-05-27,Organic,7,1540
2025-05-27,Google,4,880
2025-05-27,LinkedIn,3,1050
2025-05-27,Facebook,1,180
2025-05-27,Referral,0,0
2025-05-27,Email,0,0
2025-05-27,Direct,2,500
2025-05-27,Partner,7,2800
2025-05-28,Organic,6,1320
2025-05-28,Google,2,440
2025-05-28,LinkedIn,6,2100
2025-05-28,Facebook,2,360
2025-05-28,Referral,4,1200
2025-05-28,Email,1,240
2025-05-28,Direct,1,250
2025-05-28,Partner,4,1600
2025-05-29,Organic,6,1320
2025-05-29,Google,2,440
2025-05-29,LinkedIn,3,1050
2025-05-29,Facebook,0,0
2025-05-29,Referral,4,1200
2025-05-29,Email,0,0
2025-05-29,Direct,0,0
2025-05-29,Partner,6,2400
2025-05-30,Organic,7,1540
2025-05-30,Google,3,660
2025-05-30,LinkedIn,3,1050
2025-05-30,Facebook,1,180
2025-05-30,Referral,3,900
2025-05-30,Email,0,0
2025-05-30,Direct,2,500
2025-05-30,Partner,2,800
2025-05-31,Organic,7,1540
2025-05-31,Google,2,440
2025-05-31,LinkedIn,3,1050
2025-05-31,Facebook,1,180
2025-05-31,Referral,2,600
2025-05-31,Email,2,480
2025-05-31,Direct,3,750
2025-05-31,Partner,1,400
2025-06-01,Organic,7,1540
2025-06-01,Google,2,440
2025-06-01,LinkedIn,4,1400
2025-06-01,Facebook,2,360
2025-06-01,Referral,3,900
2025-06-01,Email,1,240
2025-06-01,Direct,0,0
2025-06-01,Partner,1,400
2025-06-02,Organic,5,1100
2025-06-02,Google,3,660
2025-06-02,LinkedIn,4,1400
2025-06-02,Facebook,2,360
2025-06-02,Referral,5,1500
2025-06-02,Email,1,240
2025-06-02,Direct,1,250
2025-06-02,Partner,1,400
2025-06-03,Organic,7,1540
2025-06-03,Google,2,440
2025-06-03,LinkedIn,2,700
2025-06-03,Facebook,1,180
2025-06-03,Referral,2,600
2025-06-03,Email,0,0
2025-06-03,Direct,1,250
2025-06-03,Partner,4,1600
2025-06-04,Organic,5,1100
2025-06-04,Google,4,880
2025-06-04,LinkedIn,2,700
2025-06-04,Facebook,1,180
2025-06-04,Referral,4,1200
2025-06-04,Email,3,720
2025-06-04,Direct,0,0
2025-06-04,Partner,4,1600
2025-06-05,Organic,5,1100
2025-06-05,Google,4,880
2025-06-05,LinkedIn,3,1050
2025-06-05,Facebook,1,180
2025-06-05,Referral,5,1500
2025-06-05,Email,1,240
2025-06-05,Direct,1,250
2025-06-05,Partner,2,800
2025-06-06,Organic,8,1760
2025-06-06,Google,4,880
2025-06-06,LinkedIn,2,700
2025-06-06,Facebook,1,180
2025-06-06,Referral,6,1800
2025-06-06,Email,0,0
2025-06-06,Direct,0,0
2025-06-06,Partner,1,400
2025-06-07,Organic,5,1100
2025-06-07,Google,1,220
2025-06-07,LinkedIn,8,2800
2025-06-07,Facebook,1,180
2025-06-07,Referral,7,2100
2025-06-07,Email,0,0
2025-06-07,Direct,1,250
2025-06-07,Partner,6,2400
2025-06-08,Organic,7,1540
2025-06-08,Google,2,440
2025-06-08,LinkedIn,6,2100
2025-06-08,Facebook,1,180
2025-06-08,Referral,1,300
2025-06-08,Email,0,0
2025-06-08,Direct,1,250
2025-06-08,Partner,2,800
2025-06-09,Organic,7,1540
2025-06-09,Google,4,880
2025-06-09,LinkedIn,4,1400
2025-06-09,Facebook,0,0
2025-06-09,Referral,2,600
2025-06-09,Email,0,0
2025-06-09,Direct,2,500
2025-06-09,Partner,1,400
2025-06-10,Organic,5,1100
2025-06-10,Google,4,880
2025-06-10,LinkedIn,7,2450
2025-06-10,Facebook,1,180
2025-06-10,Referral,4,1200
2025-06-10,Email,0,0
2025-06-10,Direct,2,500
2025-06-10,Partner,2,800
2025-06-11,Organic,6,1320
2025-06-11,Google,3,660
2025-06-11,LinkedIn,2,700
2025-06-11,Facebook,0,0
2025-06-11,Referral,6,1800
2025-06-11,Email,2,480
2025-06-11,Direct,0,0
2025-06-11,Partner,12,4800
2025-06-12,Organic,7,1540
2025-06-12,Google,3,660
2025-06-12,LinkedIn,0,0
2025-06-12,Facebook,1,180
2025-06-12,Referral,1,300
2025-06-12,Email,2,480
2025-06-12,Direct,0,0
2025-06-12,Partner,1,400
2025-06-13,Organic,4,880
2025-06-13,Google,3,660
2025-06-13,LinkedIn,5,1750
2025-06-13,Facebook,1,180
2025-06-13,Referral,1,300
2025-06-13,Email,1,240
2025-06-13,Direct,0,0
2025-06-13,Partner,6,2400
2025-06-14,Organic,6,1320
2025-06-14,Google,3,660
2025-06-14,LinkedIn,3,1050
2025-06-14,Facebook,1,180
2025-06-14,Referral,4,1200
2025-06-14,Email,0,0
2025-06-14,Direct,1,250
2025-06-14,Partner,3,1200
2025-06-15,Organic,3,660
2025-06-15,Google,4,880
2025-06-15,LinkedIn,6,2100
2025-06-15,Facebook,0,0
2025-06-15,Referral,3,900
2025-06-15,Email,1,240
2025-06-15,Direct,1,250
2025-06-15,Partner,1,400
2025-06-16,Organic,5,1100
2025-06-16,Google,2,440
2025-06-16,LinkedIn,0,0
2025-06-16,Facebook,2,360
2025-06-16,Referral,2,600
2025-06-16,Email,1,240
2025-06-16,Direct,0,0
2025-06-16,Partner,1,400
2025-06-17,Organic,8,1760
2025-06-17,Google,2,440
2025-06-17,LinkedIn,5,1750
2025-06-17,Facebook,1,180
2025-06-17,Referral,3,900
2025-06-17,Email,1,240
2025-06-17,Direct,1,250
2025-06-17,Partner,7,2800
2025-06-18,Organic,6,1320
2025-06-18,Google,3,660
2025-06-18,LinkedIn,1,350
2025-06-18,Facebook,1,180
2025-06-18,Referral,3,900
2025-06-18,Email,0,0
2025-06-18,Direct,1,250
2025-06-18,Partner,8,3200
2025-06-19,Organic,7,1540
2025-06-19,Google,3,660
2025-06-19,LinkedIn,4,1400
2025-06-19,Facebook,1,180
2025-06-19,Referral,1,300
2025-06-19,Email,0,0
2025-06-19,Direct,0,0
2025-06-19,Partner,7,2800
2025-06-20,Organic,7,1540
2025-06-20,Google,3,660
2025-06-20,LinkedIn,0,0
2025-06-20,Facebook,1,180
2025-06-20,Referral,1,300
2025-06-20,Email,1,240
2025-06-20,Direct,0,0
2025-06-20,Partner,1,400
2025-06-21,Organic,7,1540
2025-06-21,Google,2,440
2025-06-21,LinkedIn,0,0
2025-06-21,Facebook,0,0
2025-06-21,Referral,4,1200
2025-06-21,Email,0,0
2025-06-21,Direct,1,250
2025-06-21,Partner,3,1200
2025-06-22,Organic,7,1540
2025-06-22,Google,3,660
2025-06-22,LinkedIn,4,1400
2025-06-22,Facebook,1,180
2025-06-22,Referral,0,0
2025-06-22,Email,1,240
2025-06-22,Direct,1,250
2025-06-22,Partner,1,400
2025-06-23,Organic,6,1320
2025-06-23,Google,4,880
2025-06-23,LinkedIn,4,1400
2025-06-23,Facebook,0,0
2025-06-23,Referral,7,2100
2025-06-23,Email,0,0
2025-06-23,Direct,0,0
2025-06-23,Partner,2,800
2025-06-24,Organic,6,1320
2025-06-24,Google,4,880
2025-06-24,LinkedIn,5,1750
2025-06-24,Facebook,1,180
2025-06-24,Referral,2,600
2025-06-24,Email,0,0
2025-06-24,Direct,0,0
2025-06-24,Partner,6,2400
2025-06-25,Organic,7,1540
2025-06-25,Google,4,880
2025-06-25,LinkedIn,2,700
2025-06-25,Facebook,1,180
2025-06-25,Referral,1,300
2025-06-25,Email,1,240
2025-06-25,Direct,1,250
2025-06-25,Partner,4,1600
2025-06-26,Organic,9,1980
2025-06-26,Google,3,660
2025-06-26,LinkedIn,1,350
2025-06-26,Facebook,1,180
2025-06-26,Referral,2,600
2025-06-26,Email,1,240
2025-06-26,Direct,0,0
2025-06-26,Partner,6,2400
2025-06-27,Organic,8,1760
2025-06-27,Google,4,880
2025-06-27,LinkedIn,8,2800
2025-06-27,Facebook,1,180
2025-06-27,Referral,4,1200
2025-06-27,Email,1,240
2025-06-27,Direct,0,0
2025-06-27,Partner,2,800
2025-06-28,Organic,4,880
2025-06-28,Google,3,660
2025-06-28,LinkedIn,4,1400
2025-06-28,Facebook,0,0
2025-06-28,Referral,4,1200
2025-06-28,Email,0,0
2025-06-28,Direct,1,250
2025-06-28,Partner,1,400
2025-06-29,Organic,5,1100
2025-06-29,Google,5,1100
2025-06-29,LinkedIn,2,700
2025-06-29,Facebook,0,0
2025-06-29,Referral,7,2100
2025-06-29,Email,2,480
2025-06-29,Direct,1,250
2025-06-29,Partner,1,400
2025-06-30,Organic,5,1100
2025-06-30,Google,4,880
2025-06-30,LinkedIn,4,1400
2025-06-30,Facebook,1,180
2025-06-30,Referral,3,900
2025-06-30,Email,0,0
2025-06-30,Direct,0,0
2025-06-30,Partner,3,1200
2025-07-01,Organic,5,1100
2025-07-01,Google,3,660
2025-07-01,LinkedIn,3,1050
2025-07-01,Facebook,0,0
2025-07-01,Referral,1,300
2025-07-01,Email,0,0
2025-07-01,Direct,0,0
2025-07-01,Partner,4,1600
2025-07-02,Organic,5,1100
2025-07-02,Google,4,880
2025-07-02,LinkedIn,0,0
2025-07-02,Facebook,1,180
2025-07-02,Referral,4,1200
2025-07-02,Email,1,240
2025-07-02,Direct,2,500
2025-07-02,Partner,1,400
2025-07-03,Organic,7,1540
2025-07-03,Google,3,660
2025-07-03,LinkedIn,5,1750
2025-07-03,Facebook,1,180
2025-07-03,Referral,6,1800
2025-07-03,Email,1,240
2025-07-03,Direct,0,0
2025-07-03,Partner,7,2800
2025-07-04,Organic,4,880
2025-07-04,Google,2,440
2025-07-04,LinkedIn,5,1750
2025-07-04,Facebook,0,0
2025-07-04,Referral,3,900
2025-07-04,Email,0,0
2025-07-04,Direct,0,0
2025-07-04,Partner,1,400
2025-07-05,Organic,8,1760
2025-07-05,Google,3,660
2025-07-05,LinkedIn,5,1750
2025-07-05,Facebook,1,180
2025-07-05,Referral,3,900
2025-07-05,Email,3,720
2025-07-05,Direct,1,250
2025-07-05,Partner,1,400
2025-07-06,Organic,8,1760
2025-07-06,Google,2,440
2025-07-06,LinkedIn,0,0
2025-07-06,Facebook,1,180
2025-07-06,Referral,6,1800
2025-07-06,Email,0,0
2025-07-06,Direct,0,0
2025-07-06,Partner,3,1200
2025-07-07,Organic,6,1320
2025-07-07,Google,3,660
2025-07-07,LinkedIn,3,1050
2025-07-07,Facebook,1,180
2025-07-07,Referral,0,0
2025-07-07,Email,2,480
2025-07-07,Direct,1,250
2025-07-07,Partner,1,400
2025-07-08,Organic,6,1320
2025-07-08,Google,2,440
2025-07-08,LinkedIn,1,350
2025-07-08,Facebook,1,180
2025-07-08,Referral,1,300
2025-07-08,Email,3,720
2025-07-08,Direct,0,0
2025-07-08,Partner,1,400
2025-07-09,Organic,4,880
2025-07-09,Google,4,880
2025-07-09,LinkedIn,3,1050
2025-07-09,Facebook,1,180
2025-07-09,Referral,3,900
2025-07-09,Email,2,480
2025-07-09,Direct,1,250
2025-07-09,Partner,1,400
2025-07-10,Organic,6,1320
2025-07-10,Google,2,440
2025-07-10,LinkedIn,2,700
2025-07-10,Facebook,1,180
2025-07-10,Referral,3,900
2025-07-10,Email,2,480
2025-07-10,Direct,0,0
2025-07-10,Partner,1,400
2025-07-11,Organic,7,1540
2025-07-11,Google,5,1100
2025-07-11,LinkedIn,6,2100
2025-07-11,Facebook,1,180
2025-07-11,Referral,3,900
2025-07-11,Email,0,0
2025-07-11,Direct,1,250
2025-07-11,Partner,1,400
2025-07-12,Organic,6,1320
2025-07-12,Google,3,660
2025-07-12,LinkedIn,4,1400
2025-07-12,Facebook,1,180
2025-07-12,Referral,4,1200
2025-07-12,Email,2,480
2025-07-12,Direct,0,0
2025-07-12,Partner,4,1600
2025-07-13,Organic,6,1320
2025-07-13,Google,4,880
2025-07-13,LinkedIn,4,1400
2025-07-13,Facebook,0,0
2025-07-13,Referral,4,1200
2025-07-13,Email,0,0
2025-07-13,Direct,1,250
2025-07-13,Partner,2,800
2025-07-14,Organic,6,1320
2025-07-14,Google,4,880
2025-07-14,LinkedIn,4,1400
2025-07-14,Facebook,1,180
2025-07-14,Referral,2,600
2025-07-14,Email,2,480
2025-07-14,Direct,1,250
2025-07-14,Partner,1,400
2025-07-15,Organic,6,1320
2025-07-15,Google,2,440
2025-07-15,LinkedIn,5,1750
2025-07-15,Facebook,1,180
2025-07-15,Referral,1,300
